Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.1,40,0,MINMIN,353.63999999999993,0, 10, 14, 12, 8, 4, 1, 1, 0, 4, 2, 6, 1, 0, 2, 12, 0, 8, 0, 2, 2, 0, 3, 2, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=14; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=2; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,89,CRITICALPATH,336.04999999999995,5, 0, 15, 10, 10, 8, 6, 2, 2, 0, 3, 0, 0, 3, 5, 0, 10, 0, 7, 4, 0, 0, 3, 3, 0, 2, 0,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=15; c5a.xlarge=10; d3.2xlarge=10; d3.xlarge=8; i3.2xlarge=6; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=3; m5.xlarge=0; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=7; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.1,40,89,CRITICALPATHREVERSE,487.9,5, 0, 14, 12, 10, 9, 3, 1, 0, 0, 7, 0, 1, 1, 2, 0, 15, 0, 6, 2, 0, 0, 3, 2, 0, 5, 0,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=12; d3.2xlarge=10; d3.xlarge=9; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=7; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=0; r5.2xlarge=6; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=0}
chipseq,normal,0.1,40,89,RESHIV2,336.0599999999999,5, 0, 15, 10, 11, 8, 3, 2, 1, 0, 9, 0, 0, 2, 2, 0, 11, 0, 7, 4, 0, 0, 3, 2, 0, 3, 0,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=15; c5a.xlarge=10; d3.2xlarge=11; d3.xlarge=8; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=9; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=7; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=0}
chipseq,normal,0.1,40,89,RESHIV3,335.22999999999996,5, 0, 14, 10, 11, 9, 3, 1, 1, 0, 8, 0, 0, 2, 2, 0, 11, 0, 7, 4, 0, 0, 3, 4, 0, 3, 0,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=11; d3.xlarge=9; i3.2xlarge=3; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=8; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=7; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=0}
chipseq,normal,0.1,40,89,RESHIMAX,488.55,4, 0, 12, 8, 13, 15, 3, 3, 2, 0, 6, 0, 0, 2, 2, 0, 9, 0, 3, 3, 0, 0, 4, 5, 0, 4, 0,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=13; d3.xlarge=15; i3.2xlarge=3; i3.large=3; i3.xlarge=2; m5.2xlarge=0; m5.large=6; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=3; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.1,40,89,RESHIFCFS,409.13999999999993,7, 0, 14, 11, 9, 11, 2, 1, 1, 0, 7, 0, 0, 3, 2, 0, 15, 0, 3, 2, 0, 1, 2, 2, 0, 5, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=11; d3.2xlarge=9; d3.xlarge=11; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=7; m5.xlarge=0; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=0; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=0}
chipseq,normal,0.1,40,90,MINMIN,348.03,7, 0, 15, 12, 11, 8, 3, 1, 0, 0, 5, 0, 2, 1, 3, 0, 13, 0, 6, 2, 0, 0, 2, 2, 0, 5, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=15; c5a.xlarge=12; d3.2xlarge=11; d3.xlarge=8; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=6; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=0}
chipseq,normal,0.1,40,90,MAXMIN,345.87999999999994,19, 5, 15, 9, 1, 2, 0, 1, 0, 2, 4, 0, 0, 2, 0, 7, 4, 8, 0, 4, 5, 0, 0, 2, 0, 2, 6,{c5.2xlarge=19; c5.xlarge=5; c5a.2xlarge=15; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=4; m5zn.xlarge=8; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=6}
chipseq,normal,0.1,40,90,MCT,335.30999999999995,21, 3, 10, 13, 1, 2, 0, 1, 0, 0, 1, 0, 0, 2, 0, 11, 12, 4, 0, 3, 3, 0, 1, 1, 0, 3, 6,{c5.2xlarge=21; c5.xlarge=3; c5a.2xlarge=10; c5a.xlarge=13; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=12; m5zn.xlarge=4; r5.2xlarge=0; r5.large=3; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=6}
chipseq,normal,0.1,40,90,ROUNDROBIN,455.46,13, 5, 11, 11, 1, 0, 0, 1, 0, 7, 1, 0, 0, 2, 1, 9, 3, 2, 0, 1, 10, 0, 2, 3, 0, 4, 11,{c5.2xlarge=13; c5.xlarge=5; c5a.2xlarge=11; c5a.xlarge=11; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=7; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=10; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=11}
chipseq,normal,0.1,40,90,STATIC,327.63,14, 2, 14, 10, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 0, 9, 19, 5, 0, 3, 4, 0, 0, 1, 0, 2, 6,{c5.2xlarge=14; c5.xlarge=2; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=19; m5zn.xlarge=5; r5.2xlarge=0; r5.large=3; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=6}
chipseq,normal,0.1,40,90,NOML,332.47999999999996,17, 1, 13, 15, 0, 0, 0, 0, 0, 5, 2, 0, 0, 6, 2, 5, 7, 6, 0, 4, 4, 0, 2, 3, 0, 2, 4,{c5.2xlarge=17; c5.xlarge=1; c5a.2xlarge=13; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=0; r5.large=4; r5.xlarge=4; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,90,TEXTDISTANCE,353.19999999999993,15, 2, 7, 6, 0, 2, 0, 1, 0, 8, 7, 0, 0, 4, 3, 9, 7, 9, 0, 2, 9, 0, 1, 1, 0, 1, 4,{c5.2xlarge=15; c5.xlarge=2; c5a.2xlarge=7; c5a.xlarge=6; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=7; m5.xlarge=0; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=7; m5zn.xlarge=9; r5.2xlarge=0; r5.large=2; r5.xlarge=9; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=4}
chipseq,normal,0.1,40,90,CRITICALPATH,332.47999999999996,22, 2, 13, 14, 1, 2, 0, 0, 0, 2, 2, 0, 0, 2, 0, 5, 6, 4, 0, 5, 4, 0, 1, 1, 0, 2, 10,{c5.2xlarge=22; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=14; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=4; r5.2xlarge=0; r5.large=5; r5.xlarge=4; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=10}
chipseq,normal,0.1,40,90,CRITICALPATHREVERSE,344.2,18, 2, 15, 13, 1, 1, 0, 0, 0, 2, 2, 0, 0, 2, 0, 5, 13, 8, 0, 3, 3, 0, 1, 0, 0, 6, 3,{c5.2xlarge=18; c5.xlarge=2; c5a.2xlarge=15; c5a.xlarge=13; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=13; m5zn.xlarge=8; r5.2xlarge=0; r5.large=3; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=3}
chipseq,normal,0.1,40,90,RESHIV2,400.43999999999994,24, 2, 15, 14, 1, 2, 0, 1, 0, 1, 2, 0, 0, 2, 0, 4, 10, 4, 0, 2, 3, 0, 1, 0, 0, 4, 6,{c5.2xlarge=24; c5.xlarge=2; c5a.2xlarge=15; c5a.xlarge=14; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=6}
chipseq,normal,0.1,40,90,RESHIV3,335.22999999999996,26, 2, 18, 14, 1, 2, 0, 1, 0, 1, 1, 0, 0, 2, 0, 4, 6, 4, 0, 2, 3, 0, 1, 0, 0, 4, 6,{c5.2xlarge=26; c5.xlarge=2; c5a.2xlarge=18; c5a.xlarge=14; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=6}
chipseq,normal,0.1,40,90,RESHIMAX,447.91999999999996,18, 2, 17, 13, 1, 2, 0, 0, 0, 1, 4, 0, 0, 2, 0, 5, 7, 4, 0, 7, 3, 0, 1, 4, 0, 2, 5,{c5.2xlarge=18; c5.xlarge=2; c5a.2xlarge=17; c5a.xlarge=13; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=0; r5.large=7; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=5}
chipseq,normal,0.1,40,90,RESHIFCFS,335.8999999999999,19, 2, 13, 16, 1, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 4, 14, 4, 0, 4, 3, 0, 1, 1, 0, 4, 7,{c5.2xlarge=19; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=16; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=14; m5zn.xlarge=4; r5.2xlarge=0; r5.large=4; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=7}
chipseq,normal,0.1,40,91,MINMIN,400.51,20, 2, 11, 12, 1, 2, 0, 1, 0, 2, 1, 0, 0, 2, 0, 8, 12, 8, 0, 2, 3, 0, 0, 0, 0, 4, 7,{c5.2xlarge=20; c5.xlarge=2; c5a.2xlarge=11; c5a.xlarge=12; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=12; m5zn.xlarge=8; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=7}
chipseq,normal,0.1,40,91,MAXMIN,528.29,9, 10, 0, 7, 8, 2, 0, 6, 5, 6, 2, 11, 2, 0, 1, 10, 0, 2, 2, 0, 0, 0, 4, 2, 0, 5, 4,{c5.2xlarge=9; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=8; d3.xlarge=2; i3.2xlarge=0; i3.large=6; i3.xlarge=5; m5.2xlarge=6; m5.large=2; m5.xlarge=11; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=4}
chipseq,normal,0.1,40,91,MCT,353.8999999999999,10, 10, 0, 9, 6, 2, 0, 3, 3, 3, 5, 12, 0, 0, 1, 10, 0, 7, 1, 0, 0, 0, 2, 1, 0, 10, 3,{c5.2xlarge=10; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=5; m5.xlarge=12; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=3}
chipseq,normal,0.1,40,91,ROUNDROBIN,823.4399999999999,4, 9, 0, 3, 9, 1, 0, 10, 8, 2, 0, 10, 4, 0, 6, 4, 0, 5, 2, 0, 0, 0, 4, 9, 0, 8, 0,{c5.2xlarge=4; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=9; d3.xlarge=1; i3.2xlarge=0; i3.large=10; i3.xlarge=8; m5.2xlarge=2; m5.large=0; m5.xlarge=10; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=0}
chipseq,normal,0.1,40,91,STATIC,381.34,7, 8, 0, 10, 8, 2, 0, 6, 2, 2, 1, 10, 1, 0, 1, 11, 0, 14, 2, 0, 0, 0, 3, 0, 0, 6, 4,{c5.2xlarge=7; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=8; d3.xlarge=2; i3.2xlarge=0; i3.large=6; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=10; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=11; m5zn.large=0; m5zn.xlarge=14; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=4}
chipseq,normal,0.1,40,91,NOML,332.03999999999996,12, 14, 0, 9, 4, 2, 0, 5, 0, 6, 2, 11, 6, 0, 3, 4, 0, 2, 2, 0, 0, 0, 3, 5, 0, 6, 2,{c5.2xlarge=12; c5.xlarge=14; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=6; m5.large=2; m5.xlarge=11; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=2}
chipseq,normal,0.1,40,91,TEXTDISTANCE,506.06999999999994,9, 9, 0, 6, 5, 2, 0, 7, 1, 7, 7, 20, 3, 0, 2, 5, 0, 4, 3, 0, 0, 0, 3, 2, 0, 2, 1,{c5.2xlarge=9; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=6; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=0; i3.large=7; i3.xlarge=1; m5.2xlarge=7; m5.large=7; m5.xlarge=20; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=3; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.1,40,91,CRITICALPATH,347.47999999999996,10, 5, 0, 12, 8, 2, 0, 5, 3, 4, 1, 13, 1, 0, 1, 10, 0, 4, 2, 0, 0, 0, 4, 5, 0, 5, 3,{c5.2xlarge=10; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=2; i3.2xlarge=0; i3.large=5; i3.xlarge=3; m5.2xlarge=4; m5.large=1; m5.xlarge=13; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
chipseq,normal,0.1,40,91,CRITICALPATHREVERSE,485.35999999999996,9, 10, 0, 12, 7, 2, 0, 3, 0, 2, 3, 9, 1, 0, 1, 9, 0, 6, 2, 0, 0, 0, 4, 2, 0, 11, 5,{c5.2xlarge=9; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=7; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=3; m5.xlarge=9; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=5}
chipseq,normal,0.1,40,91,RESHIV2,346.15999999999997,10, 6, 0, 12, 8, 3, 0, 3, 3, 2, 4, 16, 0, 0, 1, 9, 0, 4, 2, 0, 0, 0, 4, 1, 0, 8, 2,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=3; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=4; m5.xlarge=16; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=2}
chipseq,normal,0.1,40,91,RESHIV3,346.15999999999997,10, 6, 0, 12, 8, 3, 0, 3, 4, 2, 4, 15, 0, 0, 1, 9, 0, 4, 1, 0, 0, 0, 4, 2, 0, 8, 2,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=3; i3.2xlarge=0; i3.large=3; i3.xlarge=4; m5.2xlarge=2; m5.large=4; m5.xlarge=15; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=2}
chipseq,normal,0.1,40,91,RESHIMAX,359.85999999999996,8, 12, 0, 10, 8, 4, 0, 3, 0, 2, 6, 16, 1, 0, 1, 7, 0, 2, 1, 0, 0, 0, 2, 5, 0, 7, 3,{c5.2xlarge=8; c5.xlarge=12; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=6; m5.xlarge=16; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=3}
chipseq,normal,0.1,40,91,RESHIFCFS,458.3499999999999,12, 10, 0, 13, 5, 2, 0, 3, 2, 2, 4, 12, 0, 0, 1, 8, 0, 4, 2, 0, 0, 0, 3, 1, 0, 12, 2,{c5.2xlarge=12; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=2; m5.2xlarge=2; m5.large=4; m5.xlarge=12; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=2}
chipseq,normal,0.1,40,92,MINMIN,355.54999999999995,12, 11, 0, 11, 7, 2, 0, 5, 1, 4, 2, 9, 0, 0, 1, 10, 0, 5, 1, 0, 0, 0, 2, 2, 0, 10, 3,{c5.2xlarge=12; c5.xlarge=11; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=7; d3.xlarge=2; i3.2xlarge=0; i3.large=5; i3.xlarge=1; m5.2xlarge=4; m5.large=2; m5.xlarge=9; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=3}
chipseq,normal,0.1,40,92,MAXMIN,448.77,4, 8, 4, 4, 7, 0, 1, 2, 3, 1, 2, 4, 0, 0, 0, 23, 5, 11, 3, 0, 3, 0, 0, 4, 0, 3, 6,{c5.2xlarge=4; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=2; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=23; m5zn.large=5; m5zn.xlarge=11; r5.2xlarge=3; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=6}
