Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.1,40,183,STATIC,347.9099999999999,13, 3, 3, 0, 3, 1, 0, 4, 0, 4, 0, 8, 1, 2, 0, 8, 4, 10, 0, 1, 2, 0, 0, 2, 1, 16, 12,{c5.2xlarge=13; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=8; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=10; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=16; z1d.xlarge=12}
chipseq,normal,0.1,40,183,NOML,450.42999999999995,14, 4, 5, 0, 3, 2, 0, 3, 0, 5, 0, 8, 8, 2, 5, 5, 3, 5, 0, 3, 2, 0, 0, 1, 4, 6, 10,{c5.2xlarge=14; c5.xlarge=4; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=8; m5a.2xlarge=8; m5a.large=2; m5a.xlarge=5; m5zn.2xlarge=5; m5zn.large=3; m5zn.xlarge=5; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=6; z1d.xlarge=10}
chipseq,normal,0.1,40,183,CUSTOMCLUSTERNOML,524.3499999999999,12, 2, 2, 0, 6, 2, 0, 3, 0, 4, 0, 7, 4, 3, 3, 8, 5, 5, 0, 2, 2, 0, 0, 3, 4, 12, 9,{c5.2xlarge=12; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=5; m5zn.xlarge=5; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=12; z1d.xlarge=9}
chipseq,normal,0.1,40,183,TEXTDISTANCE,420.85999999999996,15, 3, 5, 0, 3, 3, 0, 3, 0, 8, 0, 14, 3, 4, 1, 5, 3, 5, 0, 1, 3, 0, 0, 2, 5, 6, 6,{c5.2xlarge=15; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=14; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=3; m5zn.xlarge=5; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=6; z1d.xlarge=6}
chipseq,normal,0.1,40,183,CRITICALPATH,474.22999999999996,12, 2, 4, 0, 3, 3, 0, 5, 0, 5, 0, 8, 2, 5, 3, 7, 6, 6, 0, 1, 2, 0, 0, 3, 3, 8, 10,{c5.2xlarge=12; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=8; m5a.2xlarge=2; m5a.large=5; m5a.xlarge=3; m5zn.2xlarge=7; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=10}
chipseq,normal,0.1,40,183,CRITICALPATHREVERSE,460.94999999999993,11, 2, 5, 0, 3, 1, 0, 3, 0, 3, 0, 3, 3, 3, 4, 8, 6, 10, 0, 2, 2, 0, 0, 1, 3, 15, 10,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=10; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=15; z1d.xlarge=10}
chipseq,normal,0.1,40,183,RESHIV2,448.11,12, 3, 4, 0, 3, 2, 0, 3, 0, 3, 0, 4, 3, 3, 2, 7, 6, 6, 0, 2, 1, 0, 0, 1, 5, 17, 11,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=17; z1d.xlarge=11}
chipseq,normal,0.1,40,183,RESHIV3,474.76,12, 3, 4, 0, 4, 2, 0, 3, 0, 3, 0, 4, 4, 2, 1, 7, 6, 6, 0, 5, 1, 0, 0, 2, 3, 16, 10,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=4; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=0; r5.large=5; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=16; z1d.xlarge=10}
chipseq,normal,0.1,40,183,RESHIMAX,405.98999999999995,11, 3, 4, 0, 3, 3, 0, 5, 0, 2, 0, 9, 3, 3, 1, 6, 5, 8, 0, 2, 2, 0, 0, 3, 3, 11, 11,{c5.2xlarge=11; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=9; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=8; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=11; z1d.xlarge=11}
chipseq,normal,0.1,40,183,RESHIFCFS,450.6099999999999,12, 3, 4, 0, 3, 2, 0, 3, 0, 2, 0, 7, 4, 4, 1, 6, 7, 6, 0, 1, 3, 0, 0, 3, 4, 13, 10,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=13; z1d.xlarge=10}
chipseq,normal,0.1,40,184,MINMIN,354.4299999999999,14, 2, 4, 0, 3, 2, 0, 3, 0, 4, 0, 4, 2, 2, 1, 9, 6, 11, 0, 1, 1, 0, 0, 1, 2, 16, 10,{c5.2xlarge=14; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=6; m5zn.xlarge=11; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=16; z1d.xlarge=10}
chipseq,normal,0.1,40,184,MAXMIN,473.34,13, 4, 0, 12, 6, 2, 0, 2, 0, 3, 3, 6, 2, 2, 0, 17, 5, 6, 3, 2, 0, 0, 4, 2, 0, 0, 4,{c5.2xlarge=13; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=3; m5.xlarge=6; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=5; m5zn.xlarge=6; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,184,MCT,403.28999999999996,12, 3, 0, 13, 5, 2, 0, 1, 0, 1, 2, 2, 1, 1, 0, 21, 10, 10, 2, 1, 0, 0, 4, 2, 0, 0, 5,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=10; m5zn.xlarge=10; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,184,ROUNDROBIN,578.49,2, 6, 0, 15, 9, 5, 0, 1, 0, 6, 9, 2, 5, 1, 0, 4, 12, 2, 3, 1, 0, 3, 8, 2, 0, 0, 2,{c5.2xlarge=2; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=9; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=6; m5.large=9; m5.xlarge=2; m5a.2xlarge=5; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=12; m5zn.xlarge=2; r5.2xlarge=3; r5.large=1; r5.xlarge=0; r5a.2xlarge=3; r5a.large=8; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,184,STATIC,815.9099999999999,11, 2, 0, 13, 3, 3, 0, 1, 0, 3, 3, 3, 2, 1, 0, 17, 11, 15, 2, 1, 0, 0, 3, 1, 0, 0, 4,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=3; m5.xlarge=3; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=11; m5zn.xlarge=15; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,184,NOML,583.39,14, 2, 0, 12, 1, 2, 0, 2, 0, 5, 1, 6, 8, 2, 0, 10, 4, 4, 5, 3, 0, 2, 5, 5, 0, 0, 5,{c5.2xlarge=14; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=5; m5.large=1; m5.xlarge=6; m5a.2xlarge=8; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=4; m5zn.xlarge=4; r5.2xlarge=5; r5.large=3; r5.xlarge=0; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,184,CUSTOMCLUSTERNOML,396.55,12, 3, 0, 8, 8, 1, 0, 1, 0, 3, 4, 4, 3, 3, 0, 16, 7, 4, 7, 3, 0, 3, 2, 2, 0, 0, 4,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=8; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=4; m5.xlarge=4; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=7; r5.large=3; r5.xlarge=0; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,184,TEXTDISTANCE,335.94999999999993,12, 3, 0, 7, 5, 2, 0, 1, 0, 8, 4, 8, 4, 2, 0, 14, 5, 8, 2, 2, 0, 2, 5, 1, 0, 0, 3,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=4; m5.xlarge=8; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=14; m5zn.large=5; m5zn.xlarge=8; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.1,40,184,CRITICALPATH,397.56,13, 1, 0, 12, 3, 3, 0, 2, 0, 3, 2, 5, 3, 3, 0, 12, 6, 4, 5, 4, 0, 2, 6, 3, 0, 0, 6,{c5.2xlarge=13; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=5; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=6; m5zn.xlarge=4; r5.2xlarge=5; r5.large=4; r5.xlarge=0; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.1,40,184,CRITICALPATHREVERSE,460.52,11, 2, 0, 14, 4, 1, 0, 1, 0, 4, 2, 3, 2, 1, 0, 15, 11, 10, 2, 3, 0, 2, 3, 2, 0, 0, 5,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=11; m5zn.xlarge=10; r5.2xlarge=2; r5.large=3; r5.xlarge=0; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,184,RESHIV2,448.5,12, 4, 0, 12, 4, 4, 0, 1, 0, 3, 2, 4, 3, 1, 0, 11, 10, 7, 3, 2, 0, 0, 4, 2, 0, 0, 9,{c5.2xlarge=12; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=10; m5zn.xlarge=7; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.1,40,184,RESHIV3,474.52,12, 4, 0, 12, 4, 2, 0, 3, 0, 4, 1, 4, 1, 1, 0, 11, 8, 10, 4, 1, 0, 1, 4, 3, 0, 0, 8,{c5.2xlarge=12; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=8; m5zn.xlarge=10; r5.2xlarge=4; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,normal,0.1,40,184,RESHIMAX,349.89,13, 3, 0, 14, 5, 2, 0, 2, 0, 2, 3, 5, 3, 3, 0, 11, 8, 4, 3, 2, 0, 1, 3, 4, 0, 0, 7,{c5.2xlarge=13; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=3; m5.xlarge=5; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=8; m5zn.xlarge=4; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.1,40,184,RESHIFCFS,354.61999999999995,14, 3, 0, 13, 3, 4, 0, 1, 0, 2, 1, 4, 0, 2, 0, 12, 11, 6, 4, 3, 0, 1, 4, 4, 0, 0, 6,{c5.2xlarge=14; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.1,40,185,MINMIN,402.5999999999999,15, 2, 0, 13, 4, 2, 0, 1, 0, 3, 2, 2, 0, 1, 0, 18, 13, 9, 2, 2, 0, 0, 3, 2, 0, 0, 4,{c5.2xlarge=15; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=18; m5zn.large=13; m5zn.xlarge=9; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,185,MAXMIN,520.0999999999999,4, 12, 12, 0, 2, 9, 1, 4, 2, 0, 0, 5, 2, 5, 0, 0, 3, 4, 0, 0, 6, 2, 0, 3, 3, 10, 9,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=9; i3.2xlarge=1; i3.large=4; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=4; r5.2xlarge=0; r5.large=0; r5.xlarge=6; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=9}
chipseq,normal,0.1,40,185,MCT,454.55999999999995,4, 12, 12, 0, 1, 6, 1, 2, 1, 0, 0, 3, 1, 2, 0, 0, 7, 7, 0, 0, 3, 2, 0, 2, 6, 17, 9,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=6; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=7; r5.2xlarge=0; r5.large=0; r5.xlarge=3; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=6; z1d.large=17; z1d.xlarge=9}
chipseq,normal,0.1,40,185,ROUNDROBIN,711.3299999999999,2, 10, 6, 0, 2, 7, 1, 6, 3, 0, 0, 4, 4, 4, 0, 0, 3, 2, 0, 0, 4, 7, 0, 3, 8, 16, 6,{c5.2xlarge=2; c5.xlarge=10; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=7; i3.2xlarge=1; i3.large=6; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=0; r5.large=0; r5.xlarge=4; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=16; z1d.xlarge=6}
chipseq,normal,0.1,40,185,STATIC,376.3299999999999,3, 17, 12, 0, 2, 6, 0, 2, 1, 0, 0, 3, 2, 4, 0, 0, 5, 5, 0, 0, 7, 0, 0, 1, 3, 16, 9,{c5.2xlarge=3; c5.xlarge=17; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=6; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=5; r5.2xlarge=0; r5.large=0; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=16; z1d.xlarge=9}
chipseq,normal,0.1,40,185,NOML,451.59999999999997,7, 12, 13, 0, 1, 4, 2, 1, 1, 0, 0, 4, 3, 2, 0, 0, 3, 4, 0, 0, 7, 2, 0, 6, 2, 14, 10,{c5.2xlarge=7; c5.xlarge=12; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=4; r5.2xlarge=0; r5.large=0; r5.xlarge=7; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=2; z1d.large=14; z1d.xlarge=10}
chipseq,normal,0.1,40,185,CUSTOMCLUSTERNOML,450.61999999999995,4, 6, 12, 0, 4, 6, 2, 3, 2, 0, 0, 6, 5, 2, 0, 0, 4, 4, 0, 0, 8, 4, 0, 3, 4, 12, 7,{c5.2xlarge=4; c5.xlarge=6; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=4; r5.2xlarge=0; r5.large=0; r5.xlarge=8; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=12; z1d.xlarge=7}
chipseq,normal,0.1,40,185,TEXTDISTANCE,548.8399999999999,5, 8, 10, 0, 1, 9, 2, 2, 2, 0, 0, 10, 5, 4, 0, 0, 4, 5, 0, 0, 10, 4, 0, 2, 3, 5, 7,{c5.2xlarge=5; c5.xlarge=8; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=9; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=5; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=5; r5.2xlarge=0; r5.large=0; r5.xlarge=10; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=7}
chipseq,normal,0.1,40,185,CRITICALPATH,519.3399999999999,4, 9, 13, 0, 3, 10, 3, 5, 3, 0, 0, 6, 3, 4, 0, 0, 6, 4, 0, 0, 5, 0, 0, 3, 3, 8, 6,{c5.2xlarge=4; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=10; i3.2xlarge=3; i3.large=5; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=4; r5.2xlarge=0; r5.large=0; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=6}
chipseq,normal,0.1,40,185,CRITICALPATHREVERSE,464.0799999999999,4, 9, 12, 0, 2, 5, 1, 2, 1, 0, 0, 2, 3, 3, 0, 0, 6, 4, 0, 0, 5, 2, 0, 4, 3, 20, 10,{c5.2xlarge=4; c5.xlarge=9; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=4; r5.2xlarge=0; r5.large=0; r5.xlarge=5; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=3; z1d.large=20; z1d.xlarge=10}
chipseq,normal,0.1,40,185,RESHIV2,519.8999999999999,4, 10, 12, 0, 2, 10, 2, 2, 2, 0, 0, 4, 3, 3, 0, 0, 6, 4, 0, 0, 6, 0, 0, 4, 2, 16, 6,{c5.2xlarge=4; c5.xlarge=10; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=10; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=4; r5.2xlarge=0; r5.large=0; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=2; z1d.large=16; z1d.xlarge=6}
