Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.1,40,63,RESHIV2,396.58,0, 6, 10, 9, 4, 2, 1, 4, 3, 1, 0, 5, 2, 0, 1, 9, 10, 3, 4, 4, 4, 1, 0, 0, 3, 12, 0,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=10; c5a.xlarge=9; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=1; i3.large=4; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=4; r5.large=4; r5.xlarge=4; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=12; z1d.xlarge=0}
chipseq,normal,0.1,40,63,RESHIV3,450.49999999999994,0, 7, 8, 8, 5, 2, 4, 3, 2, 2, 0, 7, 1, 0, 1, 9, 10, 3, 4, 4, 2, 1, 0, 0, 2, 13, 0,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=4; i3.large=3; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=7; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=4; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=13; z1d.xlarge=0}
chipseq,normal,0.1,40,63,RESHIMAX,346.91999999999996,0, 8, 6, 10, 6, 4, 0, 5, 3, 3, 0, 5, 1, 0, 2, 9, 8, 3, 7, 2, 3, 2, 0, 0, 2, 9, 0,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=6; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=0; i3.large=5; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=7; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=9; z1d.xlarge=0}
chipseq,normal,0.1,40,63,RESHIFCFS,414.93999999999994,0, 4, 8, 8, 5, 4, 1, 2, 5, 1, 0, 4, 1, 0, 2, 12, 12, 3, 5, 3, 3, 1, 0, 0, 3, 11, 0,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=5; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=12; m5zn.xlarge=3; r5.2xlarge=5; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=11; z1d.xlarge=0}
chipseq,normal,0.1,40,64,MINMIN,402.80999999999995,0, 6, 8, 9, 4, 2, 1, 2, 2, 1, 0, 3, 0, 0, 1, 13, 14, 6, 6, 2, 4, 0, 0, 0, 3, 11, 0,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=13; m5zn.large=14; m5zn.xlarge=6; r5.2xlarge=6; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=11; z1d.xlarge=0}
chipseq,normal,0.1,40,64,MAXMIN,401.46999999999997,13, 3, 4, 9, 2, 0, 1, 2, 0, 2, 0, 0, 1, 0, 2, 12, 7, 11, 3, 2, 0, 1, 3, 3, 2, 5, 10,{c5.2xlarge=13; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=7; m5zn.xlarge=11; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=10}
chipseq,normal,0.1,40,64,MCT,349.21999999999997,13, 2, 3, 6, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 2, 10, 16, 11, 1, 1, 0, 0, 3, 1, 4, 8, 12,{c5.2xlarge=13; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=16; m5zn.xlarge=11; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=12}
chipseq,normal,0.1,40,64,ROUNDROBIN,450.8499999999999,14, 10, 7, 2, 3, 0, 5, 1, 0, 1, 0, 0, 1, 0, 6, 0, 10, 10, 1, 1, 0, 3, 5, 3, 2, 3, 10,{c5.2xlarge=14; c5.xlarge=10; c5a.2xlarge=7; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=5; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=10; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=3; r5a.large=5; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=10}
chipseq,normal,0.1,40,64,STATIC,333.71,13, 4, 3, 6, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 2, 7, 16, 18, 2, 1, 0, 0, 3, 1, 1, 5, 11,{c5.2xlarge=13; c5.xlarge=4; c5a.2xlarge=3; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=16; m5zn.xlarge=18; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=5; z1d.xlarge=11}
chipseq,normal,0.1,40,64,NOML,448.87999999999994,14, 2, 4, 8, 1, 0, 2, 2, 0, 4, 0, 0, 3, 0, 5, 4, 6, 6, 3, 2, 0, 3, 5, 3, 5, 4, 12,{c5.2xlarge=14; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=3; r5.large=2; r5.xlarge=0; r5a.2xlarge=3; r5a.large=5; r5a.xlarge=3; z1d.2xlarge=5; z1d.large=4; z1d.xlarge=12}
chipseq,normal,0.1,40,64,CUSTOMCLUSTERNOML,473.49999999999994,12, 2, 3, 4, 5, 0, 6, 1, 0, 2, 0, 0, 1, 0, 1, 8, 10, 10, 2, 2, 0, 4, 1, 2, 4, 7, 11,{c5.2xlarge=12; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=6; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=10; m5zn.xlarge=10; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=7; z1d.xlarge=11}
chipseq,normal,0.1,40,64,TEXTDISTANCE,403.93999999999994,12, 3, 3, 4, 2, 0, 6, 2, 0, 6, 0, 0, 3, 0, 5, 9, 8, 10, 3, 1, 0, 3, 2, 0, 2, 5, 9,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=6; i3.large=2; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=9; m5zn.large=8; m5zn.xlarge=10; r5.2xlarge=3; r5.large=1; r5.xlarge=0; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=9}
chipseq,normal,0.1,40,64,CRITICALPATH,395.92,12, 2, 4, 9, 2, 0, 3, 2, 0, 3, 0, 0, 2, 0, 3, 7, 9, 13, 2, 2, 0, 0, 3, 3, 1, 4, 12,{c5.2xlarge=12; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=7; m5zn.large=9; m5zn.xlarge=13; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=12}
chipseq,normal,0.1,40,64,CRITICALPATHREVERSE,414.99999999999994,9, 2, 4, 9, 2, 0, 4, 1, 0, 1, 0, 0, 1, 0, 2, 7, 16, 17, 1, 1, 0, 0, 4, 1, 3, 7, 6,{c5.2xlarge=9; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=4; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=16; m5zn.xlarge=17; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=6}
chipseq,normal,0.1,40,64,RESHIV2,402.14,14, 2, 4, 8, 2, 0, 3, 1, 0, 2, 0, 0, 1, 0, 3, 6, 13, 14, 1, 1, 0, 0, 3, 1, 3, 8, 8,{c5.2xlarge=14; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=13; m5zn.xlarge=14; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=8}
chipseq,normal,0.1,40,64,RESHIV3,402.2699999999999,14, 2, 4, 8, 1, 0, 2, 1, 0, 2, 0, 0, 2, 0, 1, 6, 10, 17, 1, 1, 0, 2, 2, 2, 4, 8, 8,{c5.2xlarge=14; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=17; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=8}
chipseq,normal,0.1,40,64,RESHIMAX,406.0,13, 2, 4, 8, 2, 0, 2, 3, 0, 2, 0, 0, 1, 0, 3, 6, 8, 12, 1, 2, 0, 2, 5, 2, 4, 3, 13,{c5.2xlarge=13; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=12; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=3; z1d.xlarge=13}
chipseq,normal,0.1,40,64,RESHIFCFS,406.04,12, 3, 4, 9, 2, 0, 3, 2, 0, 2, 0, 0, 2, 0, 2, 7, 15, 11, 1, 3, 0, 1, 3, 1, 3, 5, 7,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=15; m5zn.xlarge=11; r5.2xlarge=1; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=7}
chipseq,normal,0.1,40,65,MINMIN,398.1599999999999,13, 2, 3, 7, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 2, 7, 18, 17, 1, 1, 0, 0, 2, 3, 2, 6, 9,{c5.2xlarge=13; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=7; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=18; m5zn.xlarge=17; r5.2xlarge=1; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=9}
chipseq,normal,0.1,40,65,MAXMIN,488.67999999999995,10, 7, 5, 0, 0, 5, 2, 7, 3, 5, 4, 5, 1, 3, 0, 5, 4, 4, 6, 6, 0, 0, 1, 1, 0, 11, 3,{c5.2xlarge=10; c5.xlarge=7; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=2; i3.large=7; i3.xlarge=3; m5.2xlarge=5; m5.large=4; m5.xlarge=5; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=4; m5zn.xlarge=4; r5.2xlarge=6; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=3}
chipseq,normal,0.1,40,65,MCT,402.92999999999995,10, 9, 5, 0, 0, 5, 1, 5, 1, 2, 4, 6, 1, 1, 0, 7, 7, 9, 5, 4, 0, 0, 1, 0, 0, 13, 2,{c5.2xlarge=10; c5.xlarge=9; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=1; i3.large=5; i3.xlarge=1; m5.2xlarge=2; m5.large=4; m5.xlarge=6; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=7; m5zn.xlarge=9; r5.2xlarge=5; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=2}
chipseq,normal,0.1,40,65,ROUNDROBIN,724.7,4, 12, 1, 0, 0, 3, 3, 11, 10, 2, 3, 8, 1, 1, 0, 3, 3, 8, 5, 4, 0, 2, 3, 0, 0, 7, 4,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=11; i3.xlarge=10; m5.2xlarge=2; m5.large=3; m5.xlarge=8; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=8; r5.2xlarge=5; r5.large=4; r5.xlarge=0; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=4}
chipseq,normal,0.1,40,65,STATIC,348.88999999999993,9, 7, 4, 0, 0, 5, 0, 4, 1, 3, 2, 4, 1, 1, 0, 4, 5, 8, 8, 2, 0, 1, 2, 2, 0, 23, 2,{c5.2xlarge=9; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=4; i3.xlarge=1; m5.2xlarge=3; m5.large=2; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=8; r5.2xlarge=8; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=23; z1d.xlarge=2}
chipseq,normal,0.1,40,65,NOML,491.28,10, 8, 4, 0, 0, 3, 2, 0, 4, 4, 3, 6, 3, 1, 0, 4, 2, 5, 9, 6, 0, 3, 4, 2, 0, 11, 4,{c5.2xlarge=10; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=0; i3.xlarge=4; m5.2xlarge=4; m5.large=3; m5.xlarge=6; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=5; r5.2xlarge=9; r5.large=6; r5.xlarge=0; r5a.2xlarge=3; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=4}
chipseq,normal,0.1,40,65,CUSTOMCLUSTERNOML,558.03,8, 4, 5, 0, 0, 5, 2, 2, 2, 5, 5, 4, 2, 1, 0, 4, 5, 8, 10, 5, 0, 1, 1, 4, 0, 12, 3,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=5; m5.large=5; m5.xlarge=4; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=8; r5.2xlarge=10; r5.large=5; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=3}
chipseq,normal,0.1,40,65,TEXTDISTANCE,336.81,10, 7, 5, 0, 0, 4, 3, 6, 1, 8, 5, 8, 2, 2, 0, 4, 3, 8, 6, 2, 0, 2, 1, 2, 0, 7, 2,{c5.2xlarge=10; c5.xlarge=7; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=3; i3.large=6; i3.xlarge=1; m5.2xlarge=8; m5.large=5; m5.xlarge=8; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=8; r5.2xlarge=6; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=2}
chipseq,normal,0.1,40,65,CRITICALPATH,488.76,8, 4, 4, 0, 0, 4, 3, 7, 4, 4, 5, 5, 2, 1, 0, 4, 6, 8, 8, 6, 0, 2, 1, 3, 0, 7, 2,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=3; i3.large=7; i3.xlarge=4; m5.2xlarge=4; m5.large=5; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=8; r5.2xlarge=8; r5.large=6; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=2}
chipseq,normal,0.1,40,65,CRITICALPATHREVERSE,496.18,8, 6, 4, 0, 0, 3, 1, 4, 0, 3, 4, 4, 2, 2, 0, 6, 8, 9, 5, 3, 0, 2, 2, 2, 0, 16, 4,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=1; i3.large=4; i3.xlarge=0; m5.2xlarge=3; m5.large=4; m5.xlarge=4; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=9; r5.2xlarge=5; r5.large=3; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=4}
chipseq,normal,0.1,40,65,RESHIV2,520.75,8, 5, 4, 0, 0, 5, 1, 4, 1, 3, 7, 6, 2, 2, 0, 4, 6, 7, 8, 8, 0, 2, 3, 1, 0, 9, 2,{c5.2xlarge=8; c5.xlarge=5; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=1; i3.large=4; i3.xlarge=1; m5.2xlarge=3; m5.large=7; m5.xlarge=6; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=7; r5.2xlarge=8; r5.large=8; r5.xlarge=0; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=2}
chipseq,normal,0.1,40,65,RESHIV3,488.74,8, 6, 4, 0, 0, 4, 4, 6, 3, 3, 7, 3, 0, 1, 0, 4, 7, 7, 7, 8, 0, 2, 2, 2, 0, 8, 2,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=4; i3.large=6; i3.xlarge=3; m5.2xlarge=3; m5.large=7; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=7; m5zn.xlarge=7; r5.2xlarge=7; r5.large=8; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=2}
chipseq,normal,0.1,40,65,RESHIMAX,500.5299999999999,8, 7, 3, 0, 0, 4, 2, 8, 1, 4, 4, 6, 1, 4, 0, 3, 5, 7, 6, 5, 0, 2, 1, 4, 0, 9, 4,{c5.2xlarge=8; c5.xlarge=7; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=2; i3.large=8; i3.xlarge=1; m5.2xlarge=4; m5.large=4; m5.xlarge=6; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=5; m5zn.xlarge=7; r5.2xlarge=6; r5.large=5; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=4}
chipseq,normal,0.1,40,65,RESHIFCFS,497.65999999999997,9, 9, 5, 0, 0, 5, 4, 5, 3, 3, 5, 4, 1, 1, 0, 3, 7, 7, 5, 3, 0, 3, 1, 1, 0, 12, 2,{c5.2xlarge=9; c5.xlarge=9; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=4; i3.large=5; i3.xlarge=3; m5.2xlarge=3; m5.large=5; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=7; r5.2xlarge=5; r5.large=3; r5.xlarge=0; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=2}
chipseq,normal,0.1,40,66,MINMIN,407.65999999999997,10, 8, 5, 0, 0, 6, 1, 4, 1, 4, 3, 4, 0, 1, 0, 6, 7, 10, 5, 4, 0, 0, 1, 1, 0, 14, 3,{c5.2xlarge=10; c5.xlarge=8; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=6; i3.2xlarge=1; i3.large=4; i3.xlarge=1; m5.2xlarge=4; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=10; r5.2xlarge=5; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=3}
chipseq,normal,0.1,40,66,MAXMIN,475.93999999999994,0, 0, 8, 8, 8, 3, 0, 5, 3, 0, 0, 4, 0, 0, 2, 0, 12, 8, 4, 0, 9, 0, 1, 4, 0, 7, 12,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=8; d3.xlarge=3; i3.2xlarge=0; i3.large=5; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=8; r5.2xlarge=4; r5.large=0; r5.xlarge=9; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=12}
chipseq,normal,0.1,40,66,MCT,456.42999999999995,0, 0, 7, 7, 5, 2, 0, 4, 2, 0, 0, 2, 0, 0, 1, 0, 26, 7, 3, 0, 5, 0, 1, 1, 0, 8, 17,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=7; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=26; m5zn.xlarge=7; r5.2xlarge=3; r5.large=0; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=17}
