Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.15,40,0,MINMIN,3107.3299999999954,0, 51, 77, 55, 78, 49, 20, 25, 0, 49, 24, 79, 48, 0, 49, 83, 0, 29, 0, 24, 45, 63, 70, 51, 0, 0, 31,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=77; c5a.xlarge=55; d3.2xlarge=78; d3.xlarge=49; i3.2xlarge=20; i3.large=25; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=79; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=45; r5a.2xlarge=63; r5a.large=70; r5a.xlarge=51; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,183,CRITICALPATHREVERSE,2749.8199999999947,55, 30, 56, 53, 29, 27, 21, 42, 42, 29, 29, 56, 20, 42, 41, 57, 61, 72, 29, 0, 30, 0, 53, 44, 0, 30, 52,{c5.2xlarge=55; c5.xlarge=30; c5a.2xlarge=56; c5a.xlarge=53; d3.2xlarge=29; d3.xlarge=27; i3.2xlarge=21; i3.large=42; i3.xlarge=42; m5.2xlarge=29; m5.large=29; m5.xlarge=56; m5a.2xlarge=20; m5a.large=42; m5a.xlarge=41; m5zn.2xlarge=57; m5zn.large=61; m5zn.xlarge=72; r5.2xlarge=29; r5.large=0; r5.xlarge=30; r5a.2xlarge=0; r5a.large=53; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=52},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,183,RESHIV2,2751.619999999996,54, 32, 54, 53, 28, 31, 20, 46, 42, 30, 28, 52, 20, 49, 40, 60, 65, 70, 28, 0, 24, 0, 44, 42, 0, 31, 57,{c5.2xlarge=54; c5.xlarge=32; c5a.2xlarge=54; c5a.xlarge=53; d3.2xlarge=28; d3.xlarge=31; i3.2xlarge=20; i3.large=46; i3.xlarge=42; m5.2xlarge=30; m5.large=28; m5.xlarge=52; m5a.2xlarge=20; m5a.large=49; m5a.xlarge=40; m5zn.2xlarge=60; m5zn.large=65; m5zn.xlarge=70; r5.2xlarge=28; r5.large=0; r5.xlarge=24; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=31; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,183,RESHIV3,2751.6299999999956,58, 30, 51, 51, 29, 33, 24, 43, 35, 28, 29, 51, 21, 39, 42, 55, 62, 73, 27, 0, 30, 0, 51, 40, 0, 32, 66,{c5.2xlarge=58; c5.xlarge=30; c5a.2xlarge=51; c5a.xlarge=51; d3.2xlarge=29; d3.xlarge=33; i3.2xlarge=24; i3.large=43; i3.xlarge=35; m5.2xlarge=28; m5.large=29; m5.xlarge=51; m5a.2xlarge=21; m5a.large=39; m5a.xlarge=42; m5zn.2xlarge=55; m5zn.large=62; m5zn.xlarge=73; r5.2xlarge=27; r5.large=0; r5.xlarge=30; r5a.2xlarge=0; r5a.large=51; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=66},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,183,RESHIMAX,2749.8599999999947,59, 31, 59, 50, 29, 31, 22, 45, 42, 27, 29, 52, 19, 48, 40, 58, 54, 74, 29, 0, 27, 0, 53, 42, 0, 28, 52,{c5.2xlarge=59; c5.xlarge=31; c5a.2xlarge=59; c5a.xlarge=50; d3.2xlarge=29; d3.xlarge=31; i3.2xlarge=22; i3.large=45; i3.xlarge=42; m5.2xlarge=27; m5.large=29; m5.xlarge=52; m5a.2xlarge=19; m5a.large=48; m5a.xlarge=40; m5zn.2xlarge=58; m5zn.large=54; m5zn.xlarge=74; r5.2xlarge=29; r5.large=0; r5.xlarge=27; r5a.2xlarge=0; r5a.large=53; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=28; z1d.xlarge=52},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,183,RESHIFCFS,2751.6499999999955,56, 31, 55, 57, 28, 33, 22, 45, 34, 26, 30, 51, 20, 43, 34, 57, 62, 78, 28, 0, 29, 0, 56, 36, 0, 32, 57,{c5.2xlarge=56; c5.xlarge=31; c5a.2xlarge=55; c5a.xlarge=57; d3.2xlarge=28; d3.xlarge=33; i3.2xlarge=22; i3.large=45; i3.xlarge=34; m5.2xlarge=26; m5.large=30; m5.xlarge=51; m5a.2xlarge=20; m5a.large=43; m5a.xlarge=34; m5zn.2xlarge=57; m5zn.large=62; m5zn.xlarge=78; r5.2xlarge=28; r5.large=0; r5.xlarge=29; r5a.2xlarge=0; r5a.large=56; r5a.xlarge=36; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,184,MINMIN,2700.289999999994,80, 25, 23, 0, 48, 26, 0, 66, 0, 43, 0, 76, 53, 41, 38, 54, 25, 63, 0, 24, 24, 0, 0, 22, 27, 120, 122,{c5.2xlarge=80; c5.xlarge=25; c5a.2xlarge=23; c5a.xlarge=0; d3.2xlarge=48; d3.xlarge=26; i3.2xlarge=0; i3.large=66; i3.xlarge=0; m5.2xlarge=43; m5.large=0; m5.xlarge=76; m5a.2xlarge=53; m5a.large=41; m5a.xlarge=38; m5zn.2xlarge=54; m5zn.large=25; m5zn.xlarge=63; r5.2xlarge=0; r5.large=24; r5.xlarge=24; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=22; z1d.2xlarge=27; z1d.large=120; z1d.xlarge=122},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,MAXMIN,2999.3199999999933,92, 27, 25, 0, 44, 20, 0, 66, 0, 43, 0, 75, 61, 46, 46, 53, 26, 64, 0, 29, 20, 0, 0, 22, 26, 105, 110,{c5.2xlarge=92; c5.xlarge=27; c5a.2xlarge=25; c5a.xlarge=0; d3.2xlarge=44; d3.xlarge=20; i3.2xlarge=0; i3.large=66; i3.xlarge=0; m5.2xlarge=43; m5.large=0; m5.xlarge=75; m5a.2xlarge=61; m5a.large=46; m5a.xlarge=46; m5zn.2xlarge=53; m5zn.large=26; m5zn.xlarge=64; r5.2xlarge=0; r5.large=29; r5.xlarge=20; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=22; z1d.2xlarge=26; z1d.large=105; z1d.xlarge=110},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,MCT,2864.5699999999943,81, 28, 23, 0, 44, 21, 0, 69, 0, 45, 0, 72, 71, 42, 52, 56, 23, 48, 0, 23, 27, 0, 0, 22, 26, 113, 114,{c5.2xlarge=81; c5.xlarge=28; c5a.2xlarge=23; c5a.xlarge=0; d3.2xlarge=44; d3.xlarge=21; i3.2xlarge=0; i3.large=69; i3.xlarge=0; m5.2xlarge=45; m5.large=0; m5.xlarge=72; m5a.2xlarge=71; m5a.large=42; m5a.xlarge=52; m5zn.2xlarge=56; m5zn.large=23; m5zn.xlarge=48; r5.2xlarge=0; r5.large=23; r5.xlarge=27; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=22; z1d.2xlarge=26; z1d.large=113; z1d.xlarge=114},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,ROUNDROBIN,3092.3399999999942,97, 15, 18, 0, 42, 34, 0, 96, 0, 36, 0, 40, 77, 35, 69, 29, 1, 46, 0, 34, 34, 0, 0, 35, 2, 136, 124,{c5.2xlarge=97; c5.xlarge=15; c5a.2xlarge=18; c5a.xlarge=0; d3.2xlarge=42; d3.xlarge=34; i3.2xlarge=0; i3.large=96; i3.xlarge=0; m5.2xlarge=36; m5.large=0; m5.xlarge=40; m5a.2xlarge=77; m5a.large=35; m5a.xlarge=69; m5zn.2xlarge=29; m5zn.large=1; m5zn.xlarge=46; r5.2xlarge=0; r5.large=34; r5.xlarge=34; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=35; z1d.2xlarge=2; z1d.large=136; z1d.xlarge=124},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,STATIC,3475.729999999994,82, 33, 25, 0, 48, 23, 0, 67, 0, 47, 0, 76, 59, 40, 41, 58, 35, 57, 0, 28, 24, 0, 0, 20, 23, 113, 101,{c5.2xlarge=82; c5.xlarge=33; c5a.2xlarge=25; c5a.xlarge=0; d3.2xlarge=48; d3.xlarge=23; i3.2xlarge=0; i3.large=67; i3.xlarge=0; m5.2xlarge=47; m5.large=0; m5.xlarge=76; m5a.2xlarge=59; m5a.large=40; m5a.xlarge=41; m5zn.2xlarge=58; m5zn.large=35; m5zn.xlarge=57; r5.2xlarge=0; r5.large=28; r5.xlarge=24; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=20; z1d.2xlarge=23; z1d.large=113; z1d.xlarge=101},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,NOML,3086.579999999995,92, 30, 30, 0, 38, 21, 0, 48, 0, 53, 0, 72, 64, 52, 61, 56, 31, 58, 0, 25, 29, 0, 0, 26, 30, 88, 96,{c5.2xlarge=92; c5.xlarge=30; c5a.2xlarge=30; c5a.xlarge=0; d3.2xlarge=38; d3.xlarge=21; i3.2xlarge=0; i3.large=48; i3.xlarge=0; m5.2xlarge=53; m5.large=0; m5.xlarge=72; m5a.2xlarge=64; m5a.large=52; m5a.xlarge=61; m5zn.2xlarge=56; m5zn.large=31; m5zn.xlarge=58; r5.2xlarge=0; r5.large=25; r5.xlarge=29; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=26; z1d.2xlarge=30; z1d.large=88; z1d.xlarge=96},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,CUSTOMCLUSTERNOML,2787.659999999994,71, 33, 34, 0, 58, 31, 0, 63, 0, 50, 0, 78, 52, 47, 40, 60, 31, 63, 0, 25, 34, 0, 0, 23, 33, 74, 100,{c5.2xlarge=71; c5.xlarge=33; c5a.2xlarge=34; c5a.xlarge=0; d3.2xlarge=58; d3.xlarge=31; i3.2xlarge=0; i3.large=63; i3.xlarge=0; m5.2xlarge=50; m5.large=0; m5.xlarge=78; m5a.2xlarge=52; m5a.large=47; m5a.xlarge=40; m5zn.2xlarge=60; m5zn.large=31; m5zn.xlarge=63; r5.2xlarge=0; r5.large=25; r5.xlarge=34; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=23; z1d.2xlarge=33; z1d.large=74; z1d.xlarge=100},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,TEXTDISTANCE,2833.2899999999936,64, 30, 30, 0, 49, 27, 0, 83, 0, 56, 0, 75, 67, 52, 49, 59, 29, 56, 0, 30, 28, 0, 0, 27, 30, 68, 91,{c5.2xlarge=64; c5.xlarge=30; c5a.2xlarge=30; c5a.xlarge=0; d3.2xlarge=49; d3.xlarge=27; i3.2xlarge=0; i3.large=83; i3.xlarge=0; m5.2xlarge=56; m5.large=0; m5.xlarge=75; m5a.2xlarge=67; m5a.large=52; m5a.xlarge=49; m5zn.2xlarge=59; m5zn.large=29; m5zn.xlarge=56; r5.2xlarge=0; r5.large=30; r5.xlarge=28; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=27; z1d.2xlarge=30; z1d.large=68; z1d.xlarge=91},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,CRITICALPATH,2695.3799999999937,84, 32, 31, 0, 56, 29, 0, 61, 0, 52, 0, 59, 41, 45, 38, 62, 39, 63, 0, 30, 24, 0, 0, 20, 32, 94, 108,{c5.2xlarge=84; c5.xlarge=32; c5a.2xlarge=31; c5a.xlarge=0; d3.2xlarge=56; d3.xlarge=29; i3.2xlarge=0; i3.large=61; i3.xlarge=0; m5.2xlarge=52; m5.large=0; m5.xlarge=59; m5a.2xlarge=41; m5a.large=45; m5a.xlarge=38; m5zn.2xlarge=62; m5zn.large=39; m5zn.xlarge=63; r5.2xlarge=0; r5.large=30; r5.xlarge=24; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=20; z1d.2xlarge=32; z1d.large=94; z1d.xlarge=108},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,CRITICALPATHREVERSE,2694.7199999999953,85, 33, 30, 0, 56, 28, 0, 62, 0, 48, 0, 58, 50, 44, 35, 62, 37, 62, 0, 29, 27, 0, 0, 21, 33, 104, 96,{c5.2xlarge=85; c5.xlarge=33; c5a.2xlarge=30; c5a.xlarge=0; d3.2xlarge=56; d3.xlarge=28; i3.2xlarge=0; i3.large=62; i3.xlarge=0; m5.2xlarge=48; m5.large=0; m5.xlarge=58; m5a.2xlarge=50; m5a.large=44; m5a.xlarge=35; m5zn.2xlarge=62; m5zn.large=37; m5zn.xlarge=62; r5.2xlarge=0; r5.large=29; r5.xlarge=27; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=21; z1d.2xlarge=33; z1d.large=104; z1d.xlarge=96},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,RESHIV2,2696.6299999999956,78, 29, 34, 0, 54, 28, 0, 56, 0, 54, 0, 59, 45, 46, 38, 62, 37, 62, 0, 29, 30, 0, 0, 24, 34, 103, 98,{c5.2xlarge=78; c5.xlarge=29; c5a.2xlarge=34; c5a.xlarge=0; d3.2xlarge=54; d3.xlarge=28; i3.2xlarge=0; i3.large=56; i3.xlarge=0; m5.2xlarge=54; m5.large=0; m5.xlarge=59; m5a.2xlarge=45; m5a.large=46; m5a.xlarge=38; m5zn.2xlarge=62; m5zn.large=37; m5zn.xlarge=62; r5.2xlarge=0; r5.large=29; r5.xlarge=30; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=24; z1d.2xlarge=34; z1d.large=103; z1d.xlarge=98},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,RESHIV3,2697.0599999999945,83, 31, 31, 0, 56, 32, 0, 67, 0, 48, 0, 70, 45, 43, 39, 49, 38, 54, 0, 28, 27, 0, 0, 24, 31, 101, 103,{c5.2xlarge=83; c5.xlarge=31; c5a.2xlarge=31; c5a.xlarge=0; d3.2xlarge=56; d3.xlarge=32; i3.2xlarge=0; i3.large=67; i3.xlarge=0; m5.2xlarge=48; m5.large=0; m5.xlarge=70; m5a.2xlarge=45; m5a.large=43; m5a.xlarge=39; m5zn.2xlarge=49; m5zn.large=38; m5zn.xlarge=54; r5.2xlarge=0; r5.large=28; r5.xlarge=27; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=24; z1d.2xlarge=31; z1d.large=101; z1d.xlarge=103},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,RESHIMAX,2695.179999999994,82, 30, 34, 0, 54, 31, 0, 64, 0, 49, 0, 62, 54, 49, 39, 54, 37, 56, 0, 30, 27, 0, 0, 25, 33, 95, 95,{c5.2xlarge=82; c5.xlarge=30; c5a.2xlarge=34; c5a.xlarge=0; d3.2xlarge=54; d3.xlarge=31; i3.2xlarge=0; i3.large=64; i3.xlarge=0; m5.2xlarge=49; m5.large=0; m5.xlarge=62; m5a.2xlarge=54; m5a.large=49; m5a.xlarge=39; m5zn.2xlarge=54; m5zn.large=37; m5zn.xlarge=56; r5.2xlarge=0; r5.large=30; r5.xlarge=27; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=25; z1d.2xlarge=33; z1d.large=95; z1d.xlarge=95},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,184,RESHIFCFS,2696.579999999996,76, 33, 32, 0, 54, 28, 0, 70, 0, 49, 0, 68, 49, 36, 42, 62, 39, 58, 0, 29, 26, 0, 0, 22, 33, 98, 96,{c5.2xlarge=76; c5.xlarge=33; c5a.2xlarge=32; c5a.xlarge=0; d3.2xlarge=54; d3.xlarge=28; i3.2xlarge=0; i3.large=70; i3.xlarge=0; m5.2xlarge=49; m5.large=0; m5.xlarge=68; m5a.2xlarge=49; m5a.large=36; m5a.xlarge=42; m5zn.2xlarge=62; m5zn.large=39; m5zn.xlarge=58; r5.2xlarge=0; r5.large=29; r5.xlarge=26; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=22; z1d.2xlarge=33; z1d.large=98; z1d.xlarge=96},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=4}
